8ì6¤É,$	Èü$$Hÿ1078,231.20
1077,577.60
1076,576.60
1076,576.00
1076,576.00
1076,576.00
1077,576.40
1077,577.00
1078,577.40
1078,578.00
1078,578.00
1058,570.00
1069,562.40
1047,560.20
1043,545.40
1006,528.20
1012,508.40
1005,509.20
1012,507.80
1009,510.80
1009,509.00
1002,506.20
1017,508.00
997,509.00
1013,503.40
1007,510.60
1014,509.80
996,506.80
996,496.00
998,496.80
1022,507.60
1014,518.80
1044,526.00
1044,544.00
1029,538.00
997,516.20
995,496.20
992,493.80
993,492.40
992,492.60
973,484.40
986,478.20
1047,510.40
1310,652.20
996,684.40
801,418.00
910,344.60
983,439.20
1032,502.60
998,518.40
1028,510.00
1024,526.40
1036,528.80
1049,541.20
1066,555.80
1060,563.60
1086,570.40
1081,584.00
1080,580.60
1066,574.40
1061,564.00
1028,547.80
1035,530.80
1007,523.80
1002,505.00
1000,501.20
988,495.20
1013,498.00
1001,508.20
1007,503.40
1005,506.20
1002,503.80
1016,507.60
1004,511.20
1013,507.60
1002,508.60
995,499.20
1014,502.60
1029,520.00
1017,524.20
1054,531.80
1035,546.40
1044,538.60
1007,529.20
996,502.60
995,495.60
994,494.60
995,494.40
988,492.20
983,486.00
1059,513.40
1344,673.00
961,690.80
794,394.20
940,352.40
997,462.80
1016,504.60
1022,518.40
1030,525.20
1053,539.20
1043,549.00
1059,549.40
1057,558.20
1081,566.60
1092,585.40
1101,595.60
1077,591.40
1085,580.20
1064,576.60
1049,558.00
1033,542.60
989,515.40
1004,495.00
1023,511.60
1017,520.60
1006,512.60
1032,516.40
1012,524.00
1021,515.60
1016,519.00
1022,518.40
1023,522.40
1023,523.00
1019,521.40
1018,518.60
1014,516.40
1023,517.60
1033,527.00
1037,534.60
1066,548.60
1050,559.60
1037,544.80
1018,529.40
1018,518.00
1007,513.60
1010,508.20
1008,509.20
1014,510.40
1030,520.40
1307,640.80
1179,755.80
794,525.00
928,347.60
1011,461.20
1042,523.40
1034,538.80
1044,538.00
1055,548.40
1071,561.40
1091,579.00
1091,591.00
1106,597.00
1094,601.20
1117,603.20
1107,613.00
1105,606.20
1077,593.80
1052,567.00
1055,553.20
1033,546.20
1042,536.60
1021,533.60
1026,523.00
1032,528.40
1037,534.00
1026,532.60
1045,533.60
1025,537.00
1032,527.80
1032,532.00
1043,536.40
1020,533.80
1024,521.60
1035,528.40
1033,534.20
1044,537.40
1060,550.40
1052,556.80
1067,558.00
1067,567.00
1024,549.80
1032,527.20
1030,531.20
1014,523.60
